isolate,n_genes,ST,Phylogroup
11679_8#37,350,95,B2
11679_8#45,346,95,B2
11679_8#60,347,95,B2
11679_8#7,331,95,B2
11679_8#82,339,95,B2
11679_8#9,343,95,B2
11791_3#38,346,95,B2
11791_3#73,346,390,B2
11791_3#74,331,95,B2
11791_3#8,355,95,B2
11791_3#86,343,95,B2
11791_6#20,334,95,B2
11791_6#21,347,95,B2
11791_6#26,340,95,B2
11791_6#36,337,95,B2
11791_6#4,343,95,B2
11791_7#11,335,95,B2
11791_7#15,349,95,B2
11791_7#18,346,95,B2
11791_7#20,333,95,B2
11791_7#23,346,95,B2
11791_7#24,336,95,B2
11791_7#33,346,95,B2
11791_7#35,325,95,B2
11791_7#38,347,95,B2
12045_3#57,329,95,B2
12045_3#66,324,95,B2
38670_F01_contigs_pacbio,333,95,B2
40105_A01_contigs_canu_1_6,334,95~,B2
40363_D01_contigs_pacbio,334,95,B2
40363_E01_contigs_pacbio,350,95,B2
9776_2#90,330,95,B2
9803_5#64,329,95,B2
CP021288,347,95,B2
JSFR00000000,351,95,B2
JSGK00000000,347,95,B2
JSGO00000000,346,95,B2
JSGP00000000,346,95,B2
JSGR00000000,344,95,B2
JSHB00000000,336,421,B2
JSHC00000000,344,95,B2
JSHL00000000,345,95,B2
JSHO00000000,351,5646,B2
JSIS00000000,342,5357,B2
JSJM00000000,351,95,B2
JSJQ00000000,341,95,B2
JSJS00000000,343,95,B2
JSKD00000000,351,2619,B2
JSKE00000000,337,421,B2
JSKF00000000,336,421,B2
JSLC00000000,342,95,B2
JSLP00000000,346,95,B2
JSLY00000000,328,95,B2
JSMN00000000,344,95,B2
JSMT00000000,348,95,B2
JSNG00000000,340,95,B2
JSNM00000000,347,95,B2
JSNP00000000,338,95,B2
JSNU00000000,347,95,B2
JSNW00000000,334,95,B2
JSOL00000000,344,390,B2
JSOU00000000,341,95,B2
JSPR00000000,348,95,B2
JSQI00000000,341,95,B2
JSSP00000000,346,95,B2
NC_007946,345,95,B2
NC_008563,340,95,B2
NC_011742,334,95,B2
NC_017628,354,95,B2
NC_017632,342,643,B2
SRR1314468_trimmed,345,95,B2
SRR4897466_trimmed,327,95,B2
SRR5005502_trimmed,332,95,B2
SRR5006424_trimmed,329,95,B2
SRR5029852_trimmed,342,95,B2
SRR5031235_trimmed,336,95,B2
SRR5033720_trimmed,326,95,B2
SRR7187020_trimmed,323,421~,B2
SRR7187758_trimmed,320,95,B2
SRR7191535_trimmed,330,95~,B2
SRR7191545_trimmed,349,95,B2
SRR7204197_trimmed,291,95~,B2
SRR7208638_trimmed,324,95~,B2
SRR7221241_trimmed,299,95~,B2
SRR7221261_trimmed,332,95,B2
SRR7256972_trimmed,325,95~,B2
SRR7266386_trimmed,308,95~,B2
SRR7274751_trimmed,278,95~,B2
SRR7277733_trimmed,307,95~,B2
SRR7283677_trimmed,331,421,B2
SRR7358054_trimmed,327,95~,B2
SRR7500912_trimmed,280,95~,B2
SRR7834590_trimmed,334,421,B2
esc_ba4626aa_as,349,95,B2
esc_ba6230aa_as,337,95,B2
esc_ba6983aa_as,326,95,B2
esc_ba7524aa_as,347,95,B2
esc_ba7641aa_as,334,95,B2
esc_ba8085aa_as,342,95,B2
esc_ba8137aa_as,337,95,B2
esc_ba8258aa_as,346,95,B2
esc_ba8374aa_as,337,95,B2
esc_ba9076aa_as,347,95,B2
esc_ca0253aa_as,346,95,B2
esc_ca0423aa_as,333,5407,B2
esc_ca0677aa_as,349,95,B2
esc_ca0711aa_as,351,95,B2
esc_ca0942aa_as,331,95,B2
esc_ca0987aa_as,336,95,B2
esc_ca1134aa_as,348,95,B2
esc_ca1554aa_as,330,95,B2
esc_ca2031aa_as,342,95,B2
esc_ca2085aa_as,341,95,B2
esc_ca2128aa_as,330,95,B2
esc_ca2638aa_as,344,95,B2
esc_ca2654aa_as,345,95,B2
esc_ca2708aa_as,328,95,B2
esc_ca2823aa_as,336,95,B2
esc_ca3069aa_as,349,95,B2
esc_ca3089aa_as,337,95,B2
esc_ca3176aa_as,351,95,B2
esc_ca3197aa_as,346,390,B2
esc_ca3530aa_as,327,95,B2
esc_ca3553aa_as,350,95,B2
esc_ca3698aa_as,333,95,B2
esc_ca3955aa_as,335,421,B2
esc_ca4056aa_as,339,95,B2
esc_ca4172aa_as,344,95,B2
esc_ca4203aa_as,334,95,B2
esc_ca4416aa_as,334,95,B2
esc_ca4774aa_as,351,95,B2
esc_ca4887aa_as,349,95,B2
esc_ca4893aa_as,350,95,B2
esc_ca5088aa_as,349,95,B2
esc_ca5131aa_as,346,95,B2
esc_ca5222aa_as,335,95,B2
esc_ca5420aa_as,345,95,B2
esc_ca5432aa_as,335,421,B2
esc_ca5467aa_as,333,95,B2
esc_ca5479aa_as,339,95,B2
esc_ca5548aa_as,330,95,B2
esc_ca5584aa_as,327,95,B2
esc_ca5697aa_as,349,95,B2
esc_ca5710aa_as,335,95,B2
esc_ca5852aa_as,337,95,B2
esc_ca5933aa_as,331,95,B2
esc_ca6132aa_as,349,95,B2
esc_ca6221aa_as,334,95,B2
esc_ca6245aa_as,349,95,B2
esc_ca6287aa_as,334,95,B2
esc_ca6295aa_as,343,95,B2
esc_fa1638aa_as,331,95,B2
esc_fa7190aa_as,328,95,B2
esc_ga8819aa_as,347,95,B2
esc_ga8857aa_as,334,95,B2
esc_ga9224aa_as,352,95,B2
esc_ga9272aa_as,326,95,B2
esc_ha0198aa_as,351,95,B2
esc_ha0238aa_as,345,95,B2
esc_ha0490aa_as,339,95,B2
esc_ha0689aa_as,341,95,B2
esc_ha8230aa_as,346,95,B2
esc_ha8271aa_as,349,95,B2
esc_ha8279aa_as,349,95,B2
esc_ha8322aa_as,332,79,B2
esc_ha8658aa_as,333,79,B2
esc_ia1449aa_as,346,95,B2
esc_ia2216aa_as,349,95,B2
esc_ia2220aa_as,351,95,B2
esc_ia2221aa_as,345,95,B2
esc_ia2225aa_as,346,95,B2
esc_ia2226aa_as,347,95,B2
esc_ia2233aa_as,347,95,B2
esc_ia2239aa_as,345,95,B2
esc_ia2257aa_as,347,95,B2
esc_ia2262aa_as,345,95,B2
esc_ia2264aa_as,344,95,B2
esc_ia2269aa_as,348,95,B2
esc_ja3774aa_as,344,95,B2
esc_ja3853aa_as,337,95,B2
esc_ja4010aa_as,334,95,B2
esc_ja4488aa_as,342,95,B2
esc_ja4566aa_as,337,95,B2
esc_ja4609aa_as,343,95,B2
esc_ja4785aa_as,342,95,B2
esc_ja8284aa_as,341,95,B2
esc_ja8368aa_as,345,95,B2
esc_ja9326aa_as,332,95,B2
esc_ka0604aa_as,336,95,B2
esc_ka0652aa_as,337,95,B2
esc_ka3859aa_as,329,95,B2
esc_ka4244aa_as,345,95,B2
esc_ka4607aa_as,336,95,B2
esc_ka6867aa_as,337,95,B2
esc_la5730aa_as,351,95,B2
esc_la5735aa_as,350,95,B2
esc_la5763aa_as,343,95,B2
esc_na7715aa_as,354,416,B2
esc_pa0719aa_as,354,416,B2
esc_pa0720aa_as,353,416,B2
esc_pa0721aa_as,353,416,B2
esc_pa0722aa_as,353,416,B2
esc_pa0723aa_as,354,416,B2
esc_pa0724aa_as,352,416,B2
esc_pa0725aa_as,353,416,B2
esc_pa0726aa_as,354,416,B2
esc_pa0727aa_as,354,416,B2
esc_pa0728aa_as,354,416,B2
esc_pa0729aa_as,353,416,B2
esc_pa0730aa_as,354,416,B2
esc_pa0731aa_as,354,416,B2
esc_pa0732aa_as,354,416,B2
esc_pa0779aa_as,353,416,B2
esc_pa0780aa_as,352,416,B2
esc_pa0782aa_as,352,416,B2
esc_pa0788aa_as,352,416,B2
esc_pa0792aa_as,353,416,B2
esc_pa1004aa_as,354,416,B2
esc_pa1352aa_as,354,416,B2
esc_pa1356aa_as,351,95,B2
esc_qa2182aa_as,343,95,B2
8205_3#8,300,17,B1
AICC00000000,300,17,B1
NC_013353,306,17,B1
SRR5030799_trimmed,273,386~,B1
SRR5030820_trimmed,294,376,B1
SRR5031109_trimmed,311,17,B1
SRR5031225_trimmed,310,17,B1
SRR7163937_trimmed,303,17,B1
SRR7172301_trimmed,270,17,B1
SRR7184213_trimmed,284,17~,B1
SRR7184242_trimmed,313,17,B1
SRR7184374_trimmed,279,17,B1
SRR7186942_trimmed,309,17,B1
SRR7187033_trimmed,282,17,B1
SRR7187869_trimmed,309,17,B1
SRR7191470_trimmed,210,17~,B1
SRR7204370_trimmed,293,17,B1
SRR7215285_trimmed,300,17,B1
SRR7215528_trimmed,260,17,B1
SRR7215566_trimmed,236,17~,B1
SRR7215900_trimmed,313,17,B1
SRR7221100_trimmed,310,17,B1
SRR7221260_trimmed,305,17,B1
SRR7223136_trimmed,237,17~,B1
SRR7236443_trimmed,300,8293,B1
SRR7236600_trimmed,274,386~,B1
SRR7244232_trimmed,304,17,B1
SRR7244271_trimmed,300,17,B1
SRR7244330_trimmed,294,17,B1
SRR7249825_trimmed,307,17,B1
SRR7265738_trimmed,300,17,B1
SRR7266778_trimmed,301,17,B1
SRR7274802_trimmed,309,17~,B1
SRR7285487_trimmed,307,386,B1
SRR7286444_trimmed,250,17~,B1
SRR7286448_trimmed,295,3~,B1
SRR7291000_trimmed,301,17,B1
SRR7291007_trimmed,289,17,B1
SRR7291628_trimmed,309,17,B1
SRR7358006_trimmed,258,17~,B1
SRR7401609_trimmed,264,17,B1
SRR7401643_trimmed,316,17,B1
SRR7407920_trimmed,249,17,B1
SRR7407922_trimmed,311,17,B1
SRR7407925_trimmed,269,386~,B1
SRR7407952_trimmed,301,17,B1
SRR7416069_trimmed,277,17~,B1
SRR7500967_trimmed,296,386,B1
SRR7505871_trimmed,310,386,B1
SRR7833098_trimmed,308,17,B1
SRR7838552_trimmed,309,17,B1
esc_aa8380aa_as,303,17,B1
esc_ba7418aa_as,315,17,B1
esc_ba8149aa_as,308,17,B1
esc_ba8491aa_as,311,17,B1
esc_ca0586aa_as,311,17,B1
esc_ca0971aa_as,304,17,B1
esc_ca3687aa_as,309,17,B1
esc_ca3808aa_as,306,17,B1
esc_ca5033aa_as,306,17,B1
esc_ca5714aa_as,307,17,B1
esc_ca6406aa_as,309,17,B1
esc_ca6659aa_as,305,17,B1
esc_fa7066aa_as,311,17,B1
esc_fa7671aa_as,316,17,B1
esc_fa7689aa_as,306,1967,B1
esc_fa7690aa_as,316,17,B1
esc_fa7692aa_as,314,17,B1
esc_fa7693aa_as,316,17,B1
esc_fa8281aa_as,316,17,B1
esc_fa8436aa_as,308,1967,B1
esc_fa8438aa_as,307,1967,B1
esc_fa8441aa_as,303,1967,B1
esc_fa9654aa_as,314,17,B1
esc_ga0131aa_as,316,17,B1
esc_ga0142aa_as,306,17,B1
esc_ga0146aa_as,315,17,B1
esc_ga0463aa_as,314,17,B1
esc_ga0465aa_as,316,17,B1
esc_ga3642aa_as,304,17,B1
esc_ga3682aa_as,304,17,B1
esc_ga5381aa_as,315,17,B1
esc_ga6510aa_as,306,1967,B1
esc_ga7657aa_as,325,17,B1
esc_ga8048aa_as,304,1967,B1
esc_ga8058aa_as,316,17,B1
esc_ga8068aa_as,306,1967,B1
esc_ga8072aa_as,302,1967,B1
esc_ga8850aa_as,316,17,B1
esc_ga8903aa_as,306,17,B1
esc_ga8921aa_as,319,386,B1
esc_ga8936aa_as,320,386,B1
esc_ga9004aa_as,309,386,B1
esc_ga9114aa_as,307,17,B1
esc_ga9152aa_as,309,17,B1
esc_ga9201aa_as,316,386,B1
esc_ga9311aa_as,320,386,B1
esc_ga9583aa_as,304,1967,B1
esc_ga9587aa_as,314,17,B1
esc_ga9590aa_as,306,1967,B1
esc_ha0173aa_as,312,6346,B1
esc_ha0200aa_as,316,17,B1
esc_ha0778aa_as,305,17,B1
esc_ha0921aa_as,305,1967,B1
esc_ha0922aa_as,304,1967,B1
esc_ha0927aa_as,305,1967,B1
esc_ha0928aa_as,307,17,B1
esc_ha0929aa_as,307,17,B1
esc_ha0930aa_as,304,1967,B1
esc_ha3035aa_as,315,17,B1
esc_ha3938aa_as,316,17,B1
esc_ha3944aa_as,315,17,B1
esc_ha3949aa_as,315,17,B1
esc_ha3952aa_as,313,17,B1
esc_ha3953aa_as,316,17,B1
esc_ha3954aa_as,309,17,B1
esc_ha3955aa_as,324,17,B1
esc_ha3972aa_as,312,17,B1
esc_ha3998aa_as,315,17,B1
esc_ha4003aa_as,306,1786,B1
esc_ha4014aa_as,306,17,B1
esc_ha4020aa_as,307,17,B1
esc_ha4021aa_as,316,17,B1
esc_ha4260aa_as,314,17,B1
esc_ha5460aa_as,315,17,B1
esc_ha5496aa_as,314,17,B1
esc_ha6171aa_as,315,17,B1
esc_ha6172aa_as,311,17,B1
esc_ha6173aa_as,306,17,B1
esc_ha6175aa_as,315,17,B1
esc_ha6176aa_as,304,1967,B1
esc_ha6177aa_as,316,17,B1
esc_ha6178aa_as,307,17,B1
esc_ha6193aa_as,324,17,B1
esc_ha7276aa_as,315,17,B1
esc_ha8029aa_as,304,17,B1
esc_ha8858aa_as,316,17,B1
esc_ha8861aa_as,303,17,B1
esc_ha8865aa_as,315,17,B1
esc_ha8867aa_as,316,17,B1
esc_ha8870aa_as,316,17,B1
esc_ha8871aa_as,317,17,B1
esc_ha9385aa_as,317,17,B1
esc_ia0311aa_as,316,17,B1
esc_ia0312aa_as,316,17,B1
esc_ia0314aa_as,316,17,B1
esc_ia0318aa_as,315,17,B1
esc_ia0319aa_as,311,17,B1
esc_ia0349aa_as,304,1967,B1
esc_ia0350aa_as,303,1967,B1
esc_ia0353aa_as,315,17,B1
esc_ia0828aa_as,304,1967,B1
esc_ia1244aa_as,304,17,B1
esc_ia1679aa_as,311,17,B1
esc_ia1875aa_as,316,17,B1
esc_ia7153aa_as,304,17,B1
esc_ia7835aa_as,306,17,B1
esc_ja3856aa_as,316,17,B1
esc_ja3884aa_as,320,386,B1
esc_ja4187aa_as,307,17,B1
esc_ja4374aa_as,303,17,B1
esc_ja5421aa_as,308,17,B1
esc_ja7628aa_as,305,17,B1
esc_ka1144aa_as,305,17,B1
esc_ka1164aa_as,313,17,B1
esc_ka1269aa_as,308,17,B1
esc_ka2155aa_as,316,17,B1
esc_ka3858aa_as,309,17,B1
esc_ka3860aa_as,309,17,B1
esc_ka6853aa_as,305,17,B1
esc_ka6854aa_as,310,17,B1
esc_ka6900aa_as,315,17,B1
esc_ka7572aa_as,315,17,B1
esc_ka7574aa_as,309,17,B1
esc_la1924aa_as,316,7216,B1
esc_la3161aa_as,304,1967,B1
esc_la4422aa_as,316,17,B1
esc_la4766aa_as,316,17,B1
esc_la4785aa_as,316,17,B1
esc_la5262aa_as,314,17,B1
esc_la5755aa_as,305,17,B1
esc_la5813aa_as,306,17,B1
esc_la6612aa_as,315,17,B1
esc_ma3107aa_as,315,17,B1
esc_ma3110aa_as,307,17,B1
esc_na8315aa_as,317,17,B1
esc_na8670aa_as,311,17,B1
esc_na8712aa_as,307,17,B1
esc_na9218aa_as,316,17,B1
esc_oa1379aa_as,306,1967,B1
esc_oa1605aa_as,316,17,B1
esc_pa9394aa_as,303,1967,B1
esc_pa9400aa_as,316,17,B1
esc_qa2088aa_as,308,17,B1
esc_qa2181aa_as,307,17,B1
esc_qa2183aa_as,307,17,B1
esc_qa2875aa_as,252,386~,B1
esc_qa2879aa_as,303,17,B1
esc_qa2891aa_as,306,17,B1
esc_qa4372aa_as,317,17,B1
esc_qa9806aa_as,303,1967,B1
esc_qa9821aa_as,312,17,B1
esc_qa9938aa_as,309,17,B1
esc_ra0306aa_as,304,1967,B1
esc_ra0310aa_as,307,17,B1
esc_ra0313aa_as,305,1967,B1
esc_ra0689aa_as,306,17,B1
esc_ra0690aa_as,308,17,B1
esc_ra0691aa_as,305,17,B1
esc_ra1234aa_as,311,17,B1
esc_ra1240aa_as,311,17,B1
esc_ra1558aa_as,314,17,B1
esc_ra2321aa_as,317,17,B1
esc_ra2328aa_as,315,17,B1
esc_ra2348aa_as,309,17,B1
esc_ra2385aa_as,311,17,B1
esc_ra2387aa_as,311,17,B1
esc_ra2663aa_as,305,1967,B1
esc_ra3582aa_as,315,17,B1
esc_ra3583aa_as,316,17,B1
esc_ra3585aa_as,315,17,B1
esc_ra3586aa_as,311,17,B1
esc_ra3596aa_as,310,17,B1
esc_ra3599aa_as,315,17,B1
esc_ra3601aa_as,303,1967,B1
esc_ra3699aa_as,307,17,B1
esc_ra3706aa_as,310,17,B1
esc_ra3715aa_as,307,17,B1
esc_ra3722aa_as,307,17,B1
esc_ra3723aa_as,308,17,B1
esc_ra3726aa_as,315,17,B1
esc_ra4203aa_as,314,17,B1
esc_ra4211aa_as,315,17,B1
esc_ra4214aa_as,316,17,B1
esc_ra4412aa_as,308,17,B1
esc_ra4680aa_as,312,17,B1
esc_ra4683aa_as,306,17,B1
38389_F01_contigs_pacbio,304,21,B1
40311_C01_contigs_pacbio,299,396,B1
8205_3#37,299,21,B1
AIAC00000000,301,29,B1
AIAG00000000,296,21,B1
AIBR00000000,299,29,B1
NC_013361,305,21,B1
SRR5029668_trimmed,288,29,B1
SRR5029700_trimmed,300,21,B1
SRR5029845_trimmed,301,29,B1
SRR7187799_trimmed,300,8275,B1
SRR7588698_trimmed,290,21,B1
SRR7839348_trimmed,299,21,B1
esc_aa7929aa_as,305,21,B1
esc_aa8012aa_as,306,21,B1
esc_aa9090aa_as,307,21,B1
esc_aa9419aa_as,303,21,B1
esc_aa9971aa_as,305,21,B1
esc_ba0048aa_as,298,21,B1
esc_ba0292aa_as,302,29,B1
esc_ba0620aa_as,304,29,B1
esc_ba0702aa_as,304,21,B1
esc_ba0968aa_as,303,21,B1
esc_ba1678aa_as,307,29,B1
esc_ba2773aa_as,313,21,B1
esc_ba2923aa_as,307,21,B1
esc_ba3176aa_as,305,21,B1
esc_ba3534aa_as,313,21,B1
esc_ba4011aa_as,299,21,B1
esc_ba4091aa_as,299,21,B1
esc_ba5358aa_as,302,723,B1
esc_ba5573aa_as,305,21,B1
esc_ba6922aa_as,306,21,B1
esc_ba7971aa_as,315,21,B1
esc_ba9064aa_as,314,21,B1
esc_ba9185aa_as,304,21,B1
esc_ba9335aa_as,300,21,B1
esc_ca1107aa_as,304,21,B1
esc_ca1207aa_as,300,21,B1
esc_ca1744aa_as,314,21,B1
esc_ca1841aa_as,307,21,B1
esc_ca2890aa_as,304,21,B1
esc_ca3286aa_as,299,21,B1
esc_ca3412aa_as,314,21,B1
esc_ca3616aa_as,315,21,B1
esc_ca4266aa_as,293,29,B1
esc_ca4654aa_as,304,21,B1
esc_ca5018aa_as,304,21,B1
esc_ca5117aa_as,299,5555,B1
esc_ca6682aa_as,303,21,B1
esc_fa7041aa_as,302,21,B1
esc_fa7669aa_as,303,21,B1
esc_fa7673aa_as,304,21,B1
esc_fa7674aa_as,303,21,B1
esc_fa7675aa_as,302,21,B1
esc_fa7691aa_as,303,21,B1
esc_fa7717aa_as,301,21,B1
esc_fa7718aa_as,305,21,B1
esc_fa8285aa_as,301,723,B1
esc_fa8440aa_as,294,29,B1
esc_fa8445aa_as,304,21,B1
esc_ga0113aa_as,301,21,B1
esc_ga0143aa_as,304,21,B1
esc_ga0145aa_as,304,21,B1
esc_ga0147aa_as,305,21,B1
esc_ga0148aa_as,301,21,B1
esc_ga0426aa_as,304,21,B1
esc_ga0458aa_as,304,21,B1
esc_ga0460aa_as,306,21,B1
esc_ga0464aa_as,311,723,B1
esc_ga5813aa_as,305,21,B1
esc_ga5814aa_as,301,21,B1
esc_ga5817aa_as,304,21,B1
esc_ga5819aa_as,299,21,B1
esc_ga5820aa_as,302,21,B1
esc_ga6505aa_as,299,21,B1
esc_ga6508aa_as,305,21,B1
esc_ga6511aa_as,304,21,B1
esc_ga6513aa_as,304,21,B1
esc_ga6514aa_as,304,21,B1
esc_ga8049aa_as,302,21,B1
esc_ga8051aa_as,305,21,B1
esc_ga9588aa_as,304,21,B1
esc_ga9591aa_as,304,21,B1
esc_ga9592aa_as,305,21,B1
esc_ha0201aa_as,305,21,B1
esc_ha0781aa_as,296,21,B1
esc_ha0902aa_as,303,6366,B1
esc_ha0919aa_as,304,21,B1
esc_ha0923aa_as,306,21,B1
esc_ha2655aa_as,304,29,B1
esc_ha3593aa_as,300,21,B1
esc_ha3945aa_as,301,21,B1
esc_ha3947aa_as,305,21,B1
esc_ha3948aa_as,300,21,B1
esc_ha3950aa_as,305,21,B1
esc_ha3956aa_as,314,21,B1
esc_ha3970aa_as,307,21,B1
esc_ha4001aa_as,304,21,B1
esc_ha4002aa_as,304,21,B1
esc_ha4013aa_as,304,21,B1
esc_ha4016aa_as,308,21,B1
esc_ha4017aa_as,304,21,B1
esc_ha4018aa_as,305,21,B1
esc_ha4019aa_as,300,21,B1
esc_ha4387aa_as,300,21,B1
esc_ha4416aa_as,304,21,B1
esc_ha6167aa_as,306,21,B1
esc_ha6168aa_as,306,21,B1
esc_ha6182aa_as,292,21,B1
esc_ha6428aa_as,303,723,B1
esc_ha6431aa_as,305,21,B1
esc_ha7275aa_as,302,21,B1
esc_ha7278aa_as,304,21,B1
esc_ha7879aa_as,304,21,B1
esc_ha8028aa_as,301,21,B1
esc_ha8140aa_as,305,21,B1
esc_ha8859aa_as,298,21,B1
esc_ha8866aa_as,300,21,B1
esc_ha9153aa_as,305,21,B1
esc_ha9387aa_as,299,21,B1
esc_ia0310aa_as,300,21,B1
esc_ia0313aa_as,300,21,B1
esc_ia0317aa_as,303,21,B1
esc_ia0320aa_as,304,21,B1
esc_ia0348aa_as,304,21,B1
esc_ia0829aa_as,303,21,B1
esc_ia0831aa_as,304,21,B1
esc_ia0832aa_as,302,21,B1
esc_ia0833aa_as,305,21,B1
esc_ia0863aa_as,305,21,B1
esc_ia0864aa_as,304,21,B1
esc_ia1222aa_as,305,21,B1
esc_ia1874aa_as,302,21,B1
esc_ia1876aa_as,303,21,B1
esc_ia7689aa_as,304,21,B1
esc_ia7690aa_as,306,21,B1
esc_ja1029aa_as,306,21,B1
esc_ja1030aa_as,300,21,B1
esc_ja1034aa_as,302,113,B1
esc_ja3819aa_as,301,29,B1
esc_ja4171aa_as,305,21,B1
esc_ja4173aa_as,304,21,B1
esc_ja4590aa_as,302,29,B1
esc_ja9024aa_as,302,29,B1
esc_ka5966aa_as,299,21,B1
esc_ka5969aa_as,305,29,B1
esc_ka5975aa_as,304,21,B1
esc_ka5976aa_as,305,21,B1
esc_ka5981aa_as,305,21,B1
esc_ka5982aa_as,304,21,B1
esc_ka5984aa_as,304,21,B1
esc_ka5986aa_as,301,21,B1
esc_ka5987aa_as,300,21,B1
esc_ka5988aa_as,307,21,B1
esc_ka5990aa_as,303,21,B1
esc_ka5991aa_as,305,21,B1
esc_ka5992aa_as,305,6277,B1
esc_ka5993aa_as,303,21,B1
esc_ka5994aa_as,310,21,B1
esc_ka5996aa_as,305,29,B1
esc_ka5999aa_as,305,21,B1
esc_ka6000aa_as,305,21,B1
esc_ka6002aa_as,303,21,B1
esc_ka6007aa_as,305,21,B1
esc_ka6008aa_as,304,21,B1
esc_ka6010aa_as,305,21,B1
esc_ka6011aa_as,295,21,B1
esc_ka6014aa_as,305,21,B1
esc_ka6018aa_as,306,21,B1
esc_ka6019aa_as,303,21,B1
esc_ka6021aa_as,305,21,B1
esc_ka6023aa_as,307,21,B1
esc_ka6024aa_as,301,21,B1
esc_ka6025aa_as,302,21,B1
esc_ka6038aa_as,303,21,B1
esc_ka7582aa_as,304,21,B1
esc_ka9757aa_as,305,21,B1
esc_la1455aa_as,298,21,B1
esc_la1461aa_as,305,29,B1
esc_la1462aa_as,305,21,B1
esc_la1464aa_as,305,29,B1
esc_la1923aa_as,304,21,B1
esc_la4408aa_as,301,5429,B1
esc_la4415aa_as,303,21,B1
esc_la4417aa_as,305,21,B1
esc_la4418aa_as,304,21,B1
esc_la4420aa_as,304,21,B1
esc_la4421aa_as,304,21,B1
esc_la4426aa_as,301,21,B1
esc_la4429aa_as,301,21,B1
esc_la4734aa_as,304,21,B1
esc_la4735aa_as,304,21,B1
esc_la5025aa_as,304,21,B1
esc_la5641aa_as,300,21,B1
esc_la5737aa_as,301,21,B1
esc_la5740aa_as,300,21,B1
esc_la5743aa_as,307,21,B1
esc_la5804aa_as,304,21,B1
esc_la5808aa_as,299,21,B1
esc_la5819aa_as,305,21,B1
esc_ma3114aa_as,304,21,B1
esc_na8313aa_as,301,21,B1
esc_na8316aa_as,305,21,B1
esc_na8681aa_as,305,21,B1
esc_na8686aa_as,301,21,B1
esc_oa1598aa_as,300,21,B1
esc_pa1832aa_as,301,21,B1
esc_pa2748aa_as,304,29,B1
esc_pa9412aa_as,303,21,B1
esc_pa9419aa_as,302,21,B1
esc_qa3413aa_as,299,21,B1
esc_qa3462aa_as,304,21,B1
esc_qa4375aa_as,305,21,B1
esc_qa4384aa_as,304,21,B1
esc_qa9932aa_as,306,21,B1
esc_ra1235aa_as,301,21,B1
esc_ra1238aa_as,301,21,B1
esc_ra1561aa_as,303,21,B1
esc_ra1839aa_as,308,21,B1
esc_ra1844aa_as,305,21,B1
esc_ra1854aa_as,304,21,B1
esc_ra2313aa_as,299,21,B1
esc_ra2316aa_as,302,21,B1
esc_ra2319aa_as,303,21,B1
esc_ra2329aa_as,302,21,B1
esc_ra3274aa_as,298,29,B1
esc_ra3567aa_as,306,21,B1
esc_ra3584aa_as,304,21,B1
esc_ra3588aa_as,306,21,B1
esc_ra3593aa_as,301,21,B1
esc_ra3594aa_as,304,21,B1
esc_ra3595aa_as,304,21,B1
esc_ra3600aa_as,304,21,B1
esc_ra3613aa_as,299,21,B1
esc_ra4209aa_as,304,21,B1
esc_ra4420aa_as,304,21,B1
esc_ra4681aa_as,302,21,B1
esc_ra5205aa_as,299,21,B1
11657_5#14,309,69,D
11657_5#35,300,106,D
11657_5#67,319,69,D
11657_6#43,306,69,D
11657_6#44,296,106,D
11657_6#84,305,69,D
11657_6#88,299,69,D
11657_7#64,311,69,D
11658_3#3,314,69,D
11658_3#49,303,69,D
11658_3#68,318,69,D
11658_3#72,302,69,D
11658_3#87,313,69,D
11658_3#9,310,69,D
11658_3#90,307,69,D
11658_4#11,309,69,D
11658_4#12,310,69,D
11658_4#3,311,69,D
11658_4#70,312,69,D
11658_5#10,312,69,D
11658_5#13,296,69,D
11658_5#49,310,5520,D
11658_5#56,308,69,D
11658_5#80,306,69,D
11658_6#17,321,69,D
11658_6#19,317,69,D
11658_6#23,306,69,D
11658_6#32,315,69,D
11658_6#42,308,69,D
11658_6#47,313,69,D
11658_7#3,313,69,D
11658_7#34,319,69,D
11658_7#6,312,69,D
11658_7#76,311,69,D
11658_8#26,313,69,D
11658_8#57,310,69,D
11658_8#75,313,69,D
11679_4#65,303,69,D
11679_4#73,315,69,D
11679_4#87,311,69,D
11679_5#34,304,69,D
11679_5#4,308,69,D
11679_5#52,317,69,D
11679_5#58,296,106,D
11679_5#66,306,69,D
11679_5#76,315,69,D
11679_5#93,314,69,D
11679_5#95,310,69,D
11679_6#10,300,69,D
11679_6#4,300,69,D
11679_6#70,307,5639,D
11679_6#75,304,69,D
11679_6#79,308,69,D
11679_6#82,304,69,D
11679_6#9,310,69,D
11679_6#90,310,69,D
11679_7#32,304,69,D
11679_7#37,310,69,D
11679_7#83,300,69,D
11679_7#84,300,69,D
11679_8#2,312,69,D
11679_8#35,309,69,D
11679_8#36,308,69,D
11679_8#43,309,69,D
11679_8#47,310,69,D
11679_8#48,303,69,D
11679_8#50,310,69,D
11679_8#58,312,69,D
11679_8#66,311,69,D
11679_8#68,306,69,D
11679_8#69,307,69,D
11679_8#76,310,69,D
11679_8#79,309,69,D
11791_3#16,297,106,D
11791_3#19,325,69,D
11791_3#2,314,69,D
11791_3#44,310,69,D
11791_3#54,311,69,D
11791_3#65,311,69,D
11791_3#66,311,69,D
